station_code,monitor_time,aqi,pm25,pm10,so2,no2,co,o3
1201A,2026-02-10 08:00:00,90,54.25,69.91,24.83,15.16,1.05,107.89
1202A,2026-02-10 08:00:00,177,109.74,146.5,15.89,21.1,1.48,27.99
1203A,2026-02-10 08:00:00,45,31.06,34.6,27.87,32.82,1.17,118.51
1204A,2026-02-10 08:00:00,136,88.82,118.61,15.69,27.75,1.75,53.97
4401A,2026-02-10 08:00:00,82,51.53,77.43,17.32,20.62,1.24,47.39
4402A,2026-02-10 08:00:00,126,73.39,91.8,29.18,16.01,0.93,61.64
4403A,2026-02-10 08:00:00,114,68.72,84.47,26.97,49.73,0.78,81.09
4404A,2026-02-10 08:00:00,207,133.2,151.34,9.47,17.47,0.67,76.86
4405A,2026-02-10 08:00:00,144,86.48,115.81,8.39,43.6,1.54,74.28
4406A,2026-02-10 08:00:00,170,111.44,139.18,24.25,29.96,0.81,84.63
4407A,2026-02-10 08:00:00,108,62.8,72.75,12.55,25.4,1.85,71.52
4408A,2026-02-10 08:00:00,116,79.57,79.36,28.36,16.33,1.84,22.14
4409A,2026-02-10 08:00:00,100,68.47,72.91,9.29,37.01,2.18,72.53
4401B,2026-02-10 08:00:00,164,105.24,119.59,19.48,31.52,2.01,82.16
4402B,2026-02-10 08:00:00,208,122.33,180.88,9.41,19.64,2.17,50.58
4403B,2026-02-10 08:00:00,128,81.77,99.95,12.72,16.83,1.68,27.28
4404B,2026-02-10 08:00:00,192,107.37,157.92,26.62,19.74,1.89,71.45
4405B,2026-02-10 08:00:00,152,89.5,117.96,23.49,24.63,2.5,71.68
4406B,2026-02-10 08:00:00,46,35.11,25.39,18.32,25.31,2.26,116.3
5101A,2026-02-10 08:00:00,56,33.33,58.85,6.15,45.8,1.91,46.15
5102A,2026-02-10 08:00:00,127,75.25,107.45,14.81,28.32,1.43,86.83
5103A,2026-02-10 08:00:00,146,82.95,109.17,21.12,23.37,0.51,46.89
5104A,2026-02-10 08:00:00,67,47.91,42.47,11.94,47.22,2.32,63.37
5105A,2026-02-10 08:00:00,94,52.72,84.61,14.87,38.75,2.05,75.41
5106A,2026-02-10 08:00:00,147,98.2,130.46,17.12,31.41,0.62,116.23
5107A,2026-02-10 08:00:00,214,131.51,166.23,16.61,25.05,1.1,90.8
1101A,2026-02-10 09:00:00,124,67.99,94.59,15.14,30.73,1.44,69.56
1102A,2026-02-10 09:00:00,171,109.49,123.29,11.21,30.6,1.96,94.74
1103A,2026-02-10 09:00:00,211,126.16,182.16,15.38,30.09,0.89,84.57
1104A,2026-02-10 09:00:00,83,49.94,63.45,15.14,34.25,2.36,95.18
1105A,2026-02-10 09:00:00,161,88.03,124.34,21.38,19.25,1.13,67.16
1106A,2026-02-10 09:00:00,147,92.85,118.91,6.69,20.43,1.2,60.0
1107A,2026-02-10 09:00:00,37,12.22,17.58,17.85,16.8,2.24,114.72
1108A,2026-02-10 09:00:00,187,105.59,161.6,13.91,19.73,1.03,21.45
1109A,2026-02-10 09:00:00,117,74.1,92.65,25.86,43.3,1.32,113.79
1201A,2026-02-10 09:00:00,209,125.95,179.81,6.52,16.9,2.23,51.71
1202A,2026-02-10 09:00:00,134,77.09,94.58,20.06,23.56,1.83,51.6
1203A,2026-02-10 09:00:00,109,74.17,99.65,28.88,46.2,2.04,89.35
1204A,2026-02-10 09:00:00,144,84.74,113.41,20.82,48.96,0.76,36.26
4401A,2026-02-10 09:00:00,88,61.64,84.75,10.78,31.26,2.28,112.26
4402A,2026-02-10 09:00:00,192,118.03,155.33,8.6,41.46,1.32,88.1
4403A,2026-02-10 09:00:00,170,95.3,150.16,20.91,25.94,0.87,76.91
4404A,2026-02-10 09:00:00,111,58.38,99.07,9.15,33.97,2.4,93.03
4405A,2026-02-10 09:00:00,93,46.83,60.49,20.12,16.29,1.07,41.4
4406A,2026-02-10 09:00:00,132,77.31,100.67,19.43,41.23,1.27,21.68
4407A,2026-02-10 09:00:00,90,51.82,82.66,12.91,43.13,2.13,70.11
4408A,2026-02-10 09:00:00,169,109.46,145.99,9.08,16.85,1.97,60.73
4409A,2026-02-10 09:00:00,107,66.63,92.19,8.3,36.27,1.79,69.61
4401B,2026-02-10 09:00:00,143,80.97,99.45,29.04,40.27,1.18,35.36
4402B,2026-02-10 09:00:00,98,59.16,75.29,25.33,44.08,2.18,80.88
4403B,2026-02-10 09:00:00,79,37.67,63.73,18.99,43.08,0.95,103.64
4404B,2026-02-10 09:00:00,158,101.84,135.45,24.43,26.59,2.42,78.74
4405B,2026-02-10 09:00:00,213,125.66,179.79,19.61,25.66,0.96,99.76
4406B,2026-02-10 09:00:00,172,102.36,132.22,20.27,27.95,1.08,114.48
5101A,2026-02-10 09:00:00,202,126.57,153.03,12.41,23.19,1.4,114.18
5102A,2026-02-10 09:00:00,147,96.09,123.79,23.4,26.53,0.67,81.42
5103A,2026-02-10 09:00:00,187,108.17,140.98,22.43,19.24,1.1,98.98
5104A,2026-02-10 09:00:00,121,66.39,82.94,22.53,23.48,1.29,64.3
5105A,2026-02-10 09:00:00,211,123.44,168.43,21.17,39.07,1.61,100.75
5106A,2026-02-10 09:00:00,170,105.06,122.9,28.04,35.95,0.57,88.98
5107A,2026-02-10 09:00:00,154,85.09,108.21,7.4,15.06,1.78,95.9
1101A,2026-02-10 10:00:00,97,52.89,81.88,20.67,16.67,1.48,26.92
1102A,2026-02-10 10:00:00,57,33.63,38.62,7.3,15.11,1.31,108.38
1103A,2026-02-10 10:00:00,116,71.26,94.98,18.15,46.97,1.91,35.03
1104A,2026-02-10 10:00:00,122,64.54,98.86,21.51,31.31,2.45,67.23
1105A,2026-02-10 10:00:00,187,118.86,153.26,16.67,37.34,1.29,32.47
1106A,2026-02-10 10:00:00,165,101.25,125.14,18.98,37.22,2.42,25.04
1107A,2026-02-10 10:00:00,120,72.72,92.82,19.63,16.14,2.01,102.89
1108A,2026-02-10 10:00:00,66,38.57,57.11,19.83,49.6,0.66,93.61
1109A,2026-02-10 10:00:00,103,57.5,76.66,5.49,47.45,0.84,106.56
1201A,2026-02-10 10:00:00,57,35.81,57.9,14.4,21.63,1.93,30.24
1202A,2026-02-10 10:00:00,103,68.74,84.84,10.87,26.36,0.92,58.79
1203A,2026-02-10 10:00:00,88,54.11,56.9,12.62,40.79,1.35,24.55
1204A,2026-02-10 10:00:00,197,112.07,147.92,22.15,16.05,0.66,82.71
4401A,2026-02-10 10:00:00,82,58.79,71.78,9.91,40.4,1.28,31.42
4402A,2026-02-10 10:00:00,112,67.29,80.01,12.83,38.03,2.23,39.01
4403A,2026-02-10 10:00:00,166,96.86,121.13,8.84,32.37,2.01,36.59
4404A,2026-02-10 10:00:00,148,82.36,128.47,20.76,39.2,1.66,100.69
4405A,2026-02-10 10:00:00,207,122.16,178.73,13.31,31.67,2.01,76.02
4406A,2026-02-10 10:00:00,62,40.37,42.45,6.01,21.55,1.27,20.75
4407A,2026-02-10 10:00:00,66,42.67,41.72,5.98,32.66,1.84,98.39
4408A,2026-02-10 10:00:00,162,89.39,143.26,6.82,46.52,2.42,50.9
4409A,2026-02-10 10:00:00,40,16.71,17.78,28.9,40.8,1.33,51.39
4401B,2026-02-10 10:00:00,81,49.0,70.7,5.4,24.89,1.11,37.42
4402B,2026-02-10 10:00:00,207,131.16,159.91,29.15,46.24,1.31,70.42
4403B,2026-02-10 10:00:00,201,123.67,168.39,5.37,44.95,2.02,51.89
4404B,2026-02-10 10:00:00,53,22.44,37.74,9.08,49.17,2.22,80.99
4405B,2026-02-10 10:00:00,85,54.53,68.91,26.38,48.02,2.18,27.39
4406B,2026-02-10 10:00:00,97,66.71,66.54,9.97,16.45,1.56,116.07
5101A,2026-02-10 10:00:00,65,46.95,37.55,13.04,20.68,1.14,71.35
5102A,2026-02-10 10:00:00,197,120.99,160.02,10.72,43.67,0.53,79.83
5103A,2026-02-10 10:00:00,215,125.19,184.94,15.12,47.05,1.61,59.2
5104A,2026-02-10 10:00:00,82,54.55,53.7,29.4,27.58,2.48,62.27
5105A,2026-02-10 10:00:00,145,96.9,115.77,22.38,46.36,1.08,44.49
5106A,2026-02-10 10:00:00,62,44.2,54.36,25.31,44.52,0.92,53.99
5107A,2026-02-10 10:00:00,201,115.6,164.45,8.72,41.44,1.79,89.87
1101A,2026-02-10 11:00:00,175,109.18,151.35,21.17,44.27,2.45,57.64
1102A,2026-02-10 11:00:00,57,35.12,44.69,26.64,41.66,1.56,43.68
1103A,2026-02-10 11:00:00,102,58.63,88.45,18.23,45.6,1.27,40.99
1104A,2026-02-10 11:00:00,149,84.91,106.65,13.08,18.86,0.97,78.85
1105A,2026-02-10 11:00:00,121,81.71,94.47,10.53,48.95,0.6,70.69
1106A,2026-02-10 11:00:00,87,47.83,72.81,5.83,34.05,1.37,31.1
1107A,2026-02-10 11:00:00,38,20.24,44.45,27.87,34.97,1.2,96.71
1108A,2026-02-10 11:00:00,155,88.16,110.24,14.49,30.78,1.31,78.44
1109A,2026-02-10 11:00:00,200,122.21,166.0,5.5,38.16,0.63,114.97
1201A,2026-02-10 11:00:00,104,66.19,69.55,14.49,43.1,0.89,85.46
1202A,2026-02-10 11:00:00,136,74.4,113.38,20.24,48.62,2.27,105.11
1203A,2026-02-10 11:00:00,127,67.13,87.38,9.74,17.76,2.32,96.82
1204A,2026-02-10 11:00:00,205,115.43,169.3,14.06,24.16,0.59,33.01
4401A,2026-02-10 11:00:00,80,44.29,62.41,21.62,36.93,1.14,73.08
4402A,2026-02-10 11:00:00,212,121.2,158.78,17.82,31.47,0.55,41.9
4403A,2026-02-10 11:00:00,136,87.38,107.05,27.95,33.49,0.95,46.11
4404A,2026-02-10 11:00:00,82,44.73,77.95,16.31,28.96,0.93,24.69
4405A,2026-02-10 11:00:00,150,99.17,131.96,17.38,23.09,2.11,53.17
4406A,2026-02-10 11:00:00,62,46.35,45.62,21.41,29.33,1.54,47.94
4407A,2026-02-10 11:00:00,49,33.89,32.03,26.89,41.34,2.26,90.78
4408A,2026-02-10 11:00:00,82,55.0,74.88,25.22,38.01,1.52,77.35
4409A,2026-02-10 11:00:00,179,98.01,142.6,9.71,27.85,1.99,119.43
4401B,2026-02-10 11:00:00,168,99.33,126.58,29.04,39.38,2.43,50.55
4402B,2026-02-10 11:00:00,131,72.1,118.84,12.23,19.68,0.82,117.05
4403B,2026-02-10 11:00:00,179,97.98,155.32,27.13,40.25,1.97,48.06
4404B,2026-02-10 11:00:00,188,110.38,162.22,5.97,16.34,2.07,94.03
4405B,2026-02-10 11:00:00,205,126.0,168.08,27.46,41.42,1.46,59.35
4406B,2026-02-10 11:00:00,90,62.53,68.19,15.0,31.8,1.31,77.23
5101A,2026-02-10 11:00:00,58,33.41,56.24,22.33,48.87,1.04,70.72
5102A,2026-02-10 11:00:00,65,45.69,53.05,26.93,42.03,0.6,62.06
5103A,2026-02-10 11:00:00,140,83.93,121.68,10.88,36.9,0.93,115.58
5104A,2026-02-10 11:00:00,49,37.37,29.01,18.68,29.32,1.11,48.66
5105A,2026-02-10 11:00:00,165,99.78,132.96,18.53,45.13,0.59,53.68
5106A,2026-02-10 11:00:00,153,96.99,119.04,7.04,21.9,1.01,72.22
5107A,2026-02-10 11:00:00,66,45.5,52.97,7.72,21.95,2.14,108.38
1101A,2026-02-10 12:00:00,178,103.86,131.68,10.2,47.09,1.51,36.48
1102A,2026-02-10 12:00:00,40,33.53,36.17,6.12,26.3,2.03,64.07
1103A,2026-02-10 12:00:00,213,118.92,158.73,5.28,25.18,1.27,41.91
1104A,2026-02-10 12:00:00,161,88.05,135.42,18.16,19.95,2.25,102.64
1105A,2026-02-10 12:00:00,81,44.14,62.4,13.66,25.69,1.28,45.15
1106A,2026-02-10 12:00:00,57,31.51,51.21,5.0,19.84,2.03,66.84
1107A,2026-02-10 12:00:00,117,78.6,95.18,24.53,48.3,2.3,41.57
1108A,2026-02-10 12:00:00,132,82.82,110.29,23.53,23.87,1.82,82.99
1109A,2026-02-10 12:00:00,222,134.21,171.68,22.17,29.19,0.73,101.39
1201A,2026-02-10 12:00:00,122,81.8,95.23,6.34,39.75,2.19,57.61
1202A,2026-02-10 12:00:00,213,124.09,162.76,28.71,17.71,2.32,61.82
1203A,2026-02-10 12:00:00,180,117.93,153.51,8.32,25.8,2.19,89.39
1204A,2026-02-10 12:00:00,210,123.67,156.84,19.28,46.23,1.36,65.96
4401A,2026-02-10 12:00:00,133,89.44,99.5,29.24,23.75,2.26,53.62
4402A,2026-02-10 12:00:00,210,123.64,181.04,5.21,39.85,1.56,49.74
4403A,2026-02-10 12:00:00,80,50.88,75.0,18.6,34.0,2.08,68.75
4404A,2026-02-10 12:00:00,66,43.87,63.9,19.05,18.5,0.67,118.85
4405A,2026-02-10 12:00:00,152,97.62,119.47,12.73,47.26,1.9,70.58
4406A,2026-02-10 12:00:00,172,108.48,137.39,14.06,31.31,0.63,111.25
4407A,2026-02-10 12:00:00,209,131.82,161.27,18.02,38.37,1.73,28.3
4408A,2026-02-10 12:00:00,50,31.95,36.58,23.03,49.23,1.5,36.04
4409A,2026-02-10 12:00:00,193,121.39,166.67,26.08,47.34,2.47,98.4
4401B,2026-02-10 12:00:00,152,87.21,135.92,9.96,37.37,1.87,92.61
4402B,2026-02-10 12:00:00,52,35.49,45.29,16.17,23.09,1.82,39.11
4403B,2026-02-10 12:00:00,198,111.2,152.9,27.38,35.07,0.98,103.62
4404B,2026-02-10 12:00:00,97,48.47,75.72,5.31,26.11,2.03,57.79
4405B,2026-02-10 12:00:00,178,107.52,152.05,29.02,18.16,1.44,53.66
4406B,2026-02-10 12:00:00,159,91.06,113.62,14.89,17.09,2.47,68.59
5101A,2026-02-10 12:00:00,48,20.11,39.16,22.32,27.35,0.54,85.58
5102A,2026-02-10 12:00:00,109,64.08,99.43,15.98,20.23,0.52,29.88
5103A,2026-02-10 12:00:00,70,38.86,56.85,25.8,36.21,2.02,32.06
5104A,2026-02-10 12:00:00,102,68.03,81.05,28.37,26.8,2.08,52.77
5105A,2026-02-10 12:00:00,195,110.1,169.5,27.24,37.94,2.11,63.5
5106A,2026-02-10 12:00:00,204,130.88,154.01,27.15,49.06,0.94,74.45
5107A,2026-02-10 12:00:00,55,31.75,53.44,13.11,36.03,1.63,20.81
1101A,2026-02-10 13:00:00,38,17.34,23.16,17.97,44.07,1.16,89.84
1102A,2026-02-10 13:00:00,132,81.98,114.65,20.14,35.31,2.31,92.49
1103A,2026-02-10 13:00:00,216,119.7,178.94,20.82,32.78,0.57,36.2
1104A,2026-02-10 13:00:00,163,103.36,144.34,26.57,21.81,1.45,30.58
1105A,2026-02-10 13:00:00,66,49.22,39.77,10.77,39.96,2.42,35.24
1106A,2026-02-10 13:00:00,99,67.41,93.61,11.92,47.65,0.63,31.86
1107A,2026-02-10 13:00:00,117,63.37,82.26,5.81,49.29,0.71,92.79
1108A,2026-02-10 13:00:00,66,30.9,46.87,7.38,34.06,0.81,28.8
1109A,2026-02-10 13:00:00,221,139.19,162.15,14.58,46.54,1.89,95.63
1201A,2026-02-10 13:00:00,95,53.36,65.14,11.26,49.78,1.47,68.96
1202A,2026-02-10 13:00:00,191,110.11,144.99,21.53,28.02,1.24,88.82
1203A,2026-02-10 13:00:00,205,126.16,176.68,21.58,25.94,2.16,62.77
1204A,2026-02-10 13:00:00,212,119.88,176.69,7.95,35.59,1.64,67.95
4401A,2026-02-10 13:00:00,54,39.41,47.74,10.5,42.69,2.13,24.13
4402A,2026-02-10 13:00:00,107,61.74,89.88,27.38,27.39,0.8,93.15
4403A,2026-02-10 13:00:00,118,73.01,84.66,12.97,33.64,0.8,66.3
4404A,2026-02-10 13:00:00,191,106.56,140.13,11.3,16.08,0.58,20.69
4405A,2026-02-10 13:00:00,117,69.52,94.07,5.77,15.92,0.98,34.23
4406A,2026-02-10 13:00:00,211,127.7,169.12,18.18,26.91,1.15,44.03
4407A,2026-02-10 13:00:00,182,108.03,146.96,21.62,15.92,2.45,88.86
4408A,2026-02-10 13:00:00,122,76.16,108.27,19.09,49.6,2.47,56.35
4409A,2026-02-10 13:00:00,102,67.46,95.23,10.84,26.52,0.6,71.88
4401B,2026-02-10 13:00:00,210,116.04,171.34,6.37,30.23,1.45,97.99
4402B,2026-02-10 13:00:00,159,96.57,120.38,19.13,48.87,0.78,46.41
4403B,2026-02-10 13:00:00,75,41.52,58.37,11.28,43.06,1.97,25.76
4404B,2026-02-10 13:00:00,225,127.18,169.97,11.87,23.59,1.14,80.66
4405B,2026-02-10 13:00:00,207,127.38,153.24,21.36,45.76,0.89,109.65
4406B,2026-02-10 13:00:00,96,52.99,83.18,6.43,46.13,1.72,117.9
5101A,2026-02-10 13:00:00,75,37.04,54.01,14.68,23.11,1.88,79.68
5102A,2026-02-10 13:00:00,206,132.78,173.15,23.57,37.53,0.9,117.95
5103A,2026-02-10 13:00:00,196,114.25,151.93,28.37,42.5,1.57,50.95
5104A,2026-02-10 13:00:00,128,83.33,98.9,20.81,19.49,1.66,118.85
5105A,2026-02-10 13:00:00,130,71.64,97.02,14.15,46.28,0.68,59.74
5106A,2026-02-10 13:00:00,114,59.48,99.84,9.12,27.21,0.58,20.3
5107A,2026-02-10 13:00:00,193,120.03,155.64,18.76,32.69,0.86,113.22
1101A,2026-02-10 14:00:00,136,81.64,116.93,6.42,21.61,0.74,105.07
1102A,2026-02-10 14:00:00,167,93.33,137.73,17.26,40.36,1.57,29.04
1103A,2026-02-10 14:00:00,72,47.61,60.27,21.06,31.73,1.89,96.97
1104A,2026-02-10 14:00:00,78,42.78,56.43,24.31,35.28,1.39,25.32
1105A,2026-02-10 14:00:00,150,86.07,133.53,26.81,23.88,0.9,106.91
1106A,2026-02-10 14:00:00,58,39.32,54.19,9.27,16.82,1.63,68.74
1107A,2026-02-10 14:00:00,112,74.9,97.09,17.63,30.4,1.69,37.48
1108A,2026-02-10 14:00:00,41,28.46,37.43,29.2,41.72,0.86,109.0
1109A,2026-02-10 14:00:00,71,34.1,59.04,13.38,34.52,0.88,59.88
1201A,2026-02-10 14:00:00,166,99.58,122.57,15.86,28.06,0.76,92.61
1202A,2026-02-10 14:00:00,72,47.83,69.18,12.25,23.24,2.28,109.19
1203A,2026-02-10 14:00:00,102,54.4,89.95,24.26,22.73,2.43,49.03
1204A,2026-02-10 14:00:00,132,74.99,112.2,18.39,35.53,1.95,91.71
4401A,2026-02-10 14:00:00,51,32.25,37.54,19.56,26.85,2.32,79.39
4402A,2026-02-10 14:00:00,151,92.2,114.88,25.99,24.9,1.0,94.69
4403A,2026-02-10 14:00:00,216,134.51,185.27,13.59,16.67,1.96,117.63
4404A,2026-02-10 14:00:00,191,111.71,163.86,15.99,24.69,0.8,105.55
4405A,2026-02-10 14:00:00,185,115.33,147.99,7.51,24.78,0.76,69.14
4406A,2026-02-10 14:00:00,107,71.42,86.63,24.26,44.59,1.77,78.06
4407A,2026-02-10 14:00:00,83,56.05,78.14,15.0,37.91,0.85,32.71
4408A,2026-02-10 14:00:00,88,61.51,56.96,20.84,43.51,2.5,85.03
4409A,2026-02-10 14:00:00,57,24.73,42.1,10.53,21.83,1.49,95.38
4401B,2026-02-10 14:00:00,86,47.95,74.81,26.65,41.27,0.67,93.93
4402B,2026-02-10 14:00:00,183,108.85,132.47,5.84,36.6,0.81,48.76
4403B,2026-02-10 14:00:00,151,92.83,108.8,18.24,47.41,0.57,25.61
4404B,2026-02-10 14:00:00,195,120.66,163.78,21.48,23.67,1.16,30.88
4405B,2026-02-10 14:00:00,46,26.3,44.43,20.81,24.38,1.44,67.41
4406B,2026-02-10 14:00:00,215,138.49,181.82,25.08,34.81,1.36,79.42
5101A,2026-02-10 14:00:00,45,19.06,24.73,15.59,32.46,1.27,29.61
5102A,2026-02-10 14:00:00,213,133.1,157.95,16.54,22.82,0.57,90.41
5103A,2026-02-10 14:00:00,67,37.2,54.72,16.04,22.45,0.74,90.69
5104A,2026-02-10 14:00:00,195,112.25,165.66,29.27,34.7,1.51,24.16
5105A,2026-02-10 14:00:00,111,57.1,73.83,29.46,44.67,1.38,36.13
5106A,2026-02-10 14:00:00,223,132.83,176.5,16.38,30.74,2.21,118.0
5107A,2026-02-10 14:00:00,98,66.15,63.45,25.18,41.0,0.87,71.73
1101A,2026-02-10 15:00:00,182,114.21,145.56,15.8,20.66,0.88,58.96
1102A,2026-02-10 15:00:00,60,42.72,52.32,12.88,36.42,0.52,86.29
1103A,2026-02-10 15:00:00,215,130.72,182.94,6.97,43.68,0.64,102.15
1104A,2026-02-10 15:00:00,161,104.01,115.26,9.64,36.55,1.76,94.85
1105A,2026-02-10 15:00:00,82,59.0,73.85,13.29,21.91,1.37,26.2
1106A,2026-02-10 15:00:00,176,101.01,144.4,24.75,33.61,1.16,119.58
1107A,2026-02-10 15:00:00,53,24.69,38.6,23.0,22.22,1.21,114.78
1108A,2026-02-10 15:00:00,128,81.38,98.09,14.87,17.67,2.42,107.97
1109A,2026-02-10 15:00:00,121,77.85,106.92,11.29,38.22,1.59,100.22
1201A,2026-02-10 15:00:00,104,68.61,88.65,15.25,18.16,2.2,55.44
1202A,2026-02-10 15:00:00,182,116.59,138.55,26.4,36.83,2.07,54.36
1203A,2026-02-10 15:00:00,93,47.14,71.1,8.57,42.22,1.1,39.87
1204A,2026-02-10 15:00:00,129,68.46,105.13,29.86,23.98,0.63,34.6
4401A,2026-02-10 15:00:00,58,35.75,55.54,6.7,17.74,1.72,43.86
4402A,2026-02-10 15:00:00,45,35.47,43.54,28.36,44.39,2.47,74.22
4403A,2026-02-10 15:00:00,164,89.59,132.88,17.18,33.1,1.04,33.52
4404A,2026-02-10 15:00:00,134,89.58,110.33,13.84,22.13,1.96,29.6
4405A,2026-02-10 15:00:00,180,106.47,156.49,19.72,18.92,2.45,115.39
4406A,2026-02-10 15:00:00,160,98.7,137.89,14.13,40.36,1.56,62.45
4407A,2026-02-10 15:00:00,160,103.11,119.78,15.36,37.12,2.17,57.49
4408A,2026-02-10 15:00:00,46,23.64,31.65,11.33,30.7,1.26,44.87
4409A,2026-02-10 15:00:00,169,91.49,132.65,16.03,34.86,1.74,38.82
4401B,2026-02-10 15:00:00,159,87.35,119.09,8.98,20.8,1.65,37.39
4402B,2026-02-10 15:00:00,154,98.19,121.65,21.37,30.21,0.84,58.39
4403B,2026-02-10 15:00:00,129,80.5,90.36,16.46,40.6,0.84,80.45
4404B,2026-02-10 15:00:00,200,118.25,148.33,24.12,27.13,1.66,47.22
4405B,2026-02-10 15:00:00,143,93.39,114.62,15.93,36.68,0.96,65.31
4406B,2026-02-10 15:00:00,149,81.22,109.69,12.66,32.49,1.22,31.06
5101A,2026-02-10 15:00:00,115,68.68,102.64,5.2,43.11,1.19,112.08
5102A,2026-02-10 15:00:00,116,60.87,87.17,25.45,48.36,1.24,95.08
5103A,2026-02-10 15:00:00,101,65.07,76.38,24.23,21.73,1.93,72.79
5104A,2026-02-10 15:00:00,144,96.21,129.28,17.97,19.73,0.96,58.19
5105A,2026-02-10 15:00:00,79,42.24,63.23,17.19,32.38,0.52,95.63
5106A,2026-02-10 15:00:00,160,89.78,116.81,16.48,37.32,0.56,118.34
5107A,2026-02-10 15:00:00,75,51.21,71.62,6.33,31.68,1.12,33.87
1101A,2026-02-10 16:00:00,75,44.91,50.01,24.14,49.71,1.98,48.2
1102A,2026-02-10 16:00:00,172,106.73,129.54,22.34,16.59,0.5,31.8
1103A,2026-02-10 16:00:00,202,117.79,152.71,28.33,47.05,2.49,107.72
1104A,2026-02-10 16:00:00,98,52.47,87.27,22.09,27.62,1.34,39.47
1105A,2026-02-10 16:00:00,214,133.39,175.05,5.71,48.01,1.79,84.21
1106A,2026-02-10 16:00:00,105,68.4,98.92,28.03,27.52,1.45,101.89
1107A,2026-02-10 16:00:00,171,101.03,144.46,19.91,34.53,0.51,80.5
1108A,2026-02-10 16:00:00,177,100.68,144.96,7.27,17.7,1.94,111.73
1109A,2026-02-10 16:00:00,46,26.44,25.03,20.47,24.01,1.5,79.77
1201A,2026-02-10 16:00:00,61,39.12,49.24,17.48,19.15,1.08,45.01
1202A,2026-02-10 16:00:00,164,93.96,142.12,13.61,31.03,1.96,105.01
1203A,2026-02-10 16:00:00,56,28.95,59.37,22.34,42.8,1.66,22.04
1204A,2026-02-10 16:00:00,158,87.55,141.05,19.03,42.58,1.42,48.66
4401A,2026-02-10 16:00:00,199,128.82,151.29,12.16,15.02,0.86,87.85
4402A,2026-02-10 16:00:00,110,71.22,100.3,25.48,32.23,0.7,55.22
4403A,2026-02-10 16:00:00,62,39.24,36.15,23.6,47.63,0.99,53.53
4404A,2026-02-10 16:00:00,114,70.8,94.0,18.14,32.04,1.7,57.62
4405A,2026-02-10 16:00:00,213,124.96,177.39,23.43,28.27,1.92,69.73
4406A,2026-02-10 16:00:00,160,104.85,116.97,5.33,29.55,1.21,68.42
4407A,2026-02-10 16:00:00,130,70.64,102.77,26.89,17.81,2.05,80.77
4408A,2026-02-10 16:00:00,170,96.34,127.08,18.22,44.72,1.81,82.32
4409A,2026-02-10 16:00:00,207,118.2,155.36,23.84,17.08,2.11,112.38
4401B,2026-02-10 16:00:00,196,109.5,161.4,5.86,36.74,1.98,25.39
4402B,2026-02-10 16:00:00,99,57.62,93.06,17.73,30.95,0.91,78.72
4403B,2026-02-10 16:00:00,130,74.15,114.23,27.52,32.84,1.33,36.99
4404B,2026-02-10 16:00:00,208,118.37,175.22,25.45,25.49,1.29,59.9
4405B,2026-02-10 16:00:00,199,121.46,148.01,16.75,41.19,1.11,91.25
4406B,2026-02-10 16:00:00,61,36.57,40.63,13.87,22.85,2.31,47.92
5101A,2026-02-10 16:00:00,198,116.45,145.42,9.88,20.12,0.57,54.89
5102A,2026-02-10 16:00:00,124,70.67,96.52,10.37,36.92,1.39,64.33
5103A,2026-02-10 16:00:00,140,74.08,108.65,17.12,26.42,1.97,95.66
5104A,2026-02-10 16:00:00,72,35.86,47.73,25.08,25.77,0.52,47.17
5105A,2026-02-10 16:00:00,150,84.97,111.47,15.49,30.29,1.85,111.8
5106A,2026-02-10 16:00:00,134,73.53,99.32,20.33,30.65,1.47,56.88
5107A,2026-02-10 16:00:00,194,120.44,140.63,29.36,21.12,0.67,35.44
1101A,2026-02-10 17:00:00,168,92.01,130.77,16.06,18.51,0.7,47.35
1102A,2026-02-10 17:00:00,123,75.17,111.3,12.45,49.01,1.81,63.5
1103A,2026-02-10 17:00:00,94,48.68,61.19,25.27,19.23,1.78,85.0
1104A,2026-02-10 17:00:00,150,83.59,134.58,14.55,22.67,1.9,60.13
1105A,2026-02-10 17:00:00,182,113.05,159.44,28.88,32.65,1.81,25.15
1106A,2026-02-10 17:00:00,72,48.11,64.29,7.94,24.72,0.88,54.41
1107A,2026-02-10 17:00:00,171,107.26,130.0,26.5,47.37,1.17,66.64
1108A,2026-02-10 17:00:00,92,51.89,72.57,12.84,32.6,0.95,64.54
1109A,2026-02-10 17:00:00,45,23.24,49.18,18.46,15.78,0.97,50.89
1201A,2026-02-10 17:00:00,204,126.91,175.74,11.44,49.31,1.58,67.55
1202A,2026-02-10 17:00:00,198,127.07,167.47,20.21,25.36,1.87,45.59
1203A,2026-02-10 17:00:00,74,40.1,71.51,5.03,38.86,0.78,63.51
1204A,2026-02-10 17:00:00,182,103.57,141.65,11.59,44.96,0.73,100.85
4401A,2026-02-10 17:00:00,102,60.97,84.31,20.01,37.96,2.13,116.11
4402A,2026-02-10 17:00:00,69,42.89,57.87,7.99,24.81,2.03,76.03
4403A,2026-02-10 17:00:00,175,106.45,132.61,10.27,25.47,2.17,49.62
4404A,2026-02-10 17:00:00,86,53.42,73.47,11.81,29.72,2.25,62.19
4405A,2026-02-10 17:00:00,160,92.54,123.83,16.37,23.0,1.51,32.21
